pl_hostname,pl_letter,pl_name,st_teff,st_sp,st_lum,st_bmvj,absolute-magnitude
Kepler-1072,b,Kepler-1072 b,6199,,,,3.982750912
Kepler-1073,b,Kepler-1073 b,5792,,,,4.90937271
Kepler-1073,c,Kepler-1073 c,5792,,,,4.90937271
Kepler-1074,b,Kepler-1074 b,4002,,,,8.080169578
Kepler-1075,b,Kepler-1075 b,3959,,,,8.19677063
Kepler-1076,b,Kepler-1076 b,4868,,,,6.411734618
Kepler-1077,b,Kepler-1077 b,5816,,,,4.794988299
Kepler-1078,b,Kepler-1078 b,5612,,,,5.19711861
Kepler-1079,b,Kepler-1079 b,5758,,,,4.173274618
Kepler-108,b,Kepler-108 b,5854,,,,3.340362358
Kepler-108,c,Kepler-108 c,5854,,,,3.340362358
Kepler-1080,b,Kepler-1080 b,5956,,,,4.566057809
Kepler-1081,b,Kepler-1081 b,5345,,,,5.60405535
Kepler-1082,b,Kepler-1082 b,5923,,,,4.390201781
Kepler-1083,b,Kepler-1083 b,5049,,,,6.024025808
Kepler-1084,b,Kepler-1084 b,6113,,,,4.064860625
Kepler-1085,b,Kepler-1085 b,6000,,,,4.366641142
Kepler-1086,b,Kepler-1086 b,4350,,,,7.228410097
Kepler-1086,c,Kepler-1086 c,4350,,,,7.228410097
Kepler-1087,b,Kepler-1087 b,5589,,,,5.20798369
Kepler-1088,b,Kepler-1088 b,5975,,,,4.477393726
Kepler-1089,b,Kepler-1089 b,3753,,,,8.754870714
Kepler-109,b,Kepler-109 b,5952,,,,3.949764809
Kepler-109,c,Kepler-109 c,5952,,,,3.949764809
Kepler-1090,b,Kepler-1090 b,5321,,,,5.769314439
Kepler-1091,b,Kepler-1091 b,5851,,,,4.88389453
Kepler-1092,b,Kepler-1092 b,5862,,,,4.844269021
Kepler-1093,b,Kepler-1093 b,6166,,,,4.196020739
Kepler-1093,c,Kepler-1093 c,6166,,,,4.196020739
Kepler-1094,b,Kepler-1094 b,6112,,,,4.313812726
Kepler-1095,b,Kepler-1095 b,5658,,,,5.154653972
Kepler-1096,b,Kepler-1096 b,4306,,,,7.385207787
Kepler-1097,b,Kepler-1097 b,5211,,,,5.865718191
Kepler-1098,b,Kepler-1098 b,5794,,,,5.023479469
Kepler-1099,b,Kepler-1099 b,5837,,,,4.728868496
Kepler-11,b,Kepler-11 b,5663,,,,5.262697627
Kepler-11,c,Kepler-11 c,5663,,,,5.262697627
Kepler-11,d,Kepler-11 d,5663,,,,5.262697627
Kepler-11,e,Kepler-11 e,5663,,,,5.262697627
Kepler-11,f,Kepler-11 f,5663,,,,5.262697627
Kepler-11,g,Kepler-11 g,5663,,,,5.262697627
Kepler-110,b,Kepler-110 b,5960,,,,3.734469528
Kepler-110,c,Kepler-110 c,5960,,,,3.734469528
Kepler-1100,b,Kepler-1100 b,6247,,,,3.996360732
Kepler-1101,b,Kepler-1101 b,5614,,,,5.347037785
Kepler-1102,b,Kepler-1102 b,5724,,,,4.985615425
Kepler-1103,b,Kepler-1103 b,6092,,,,4.268701849
Kepler-1104,b,Kepler-1104 b,6417,,,,3.625751492
Kepler-1105,b,Kepler-1105 b,4299,,,,7.344868169
Kepler-1106,b,Kepler-1106 b,6104,,,,4.352785786
Kepler-1107,b,Kepler-1107 b,5268,,,,5.798419
Kepler-1108,b,Kepler-1108 b,5406,,,,5.563533207
Kepler-1109,b,Kepler-1109 b,5893,,,,4.780708393
Kepler-111,b,Kepler-111 b,5952,,,,4.272722887
Kepler-111,c,Kepler-111 c,5952,,,,4.272722887
Kepler-1110,b,Kepler-1110 b,4781,,,,6.609316896
Kepler-1111,b,Kepler-1111 b,6077,,,,4.87066948
Kepler-1112,b,Kepler-1112 b,6496,,,,3.416754534
Kepler-1113,b,Kepler-1113 b,5931,,,,4.50638042
Kepler-1114,b,Kepler-1114 b,5374,,,,5.594860625
Kepler-1115,b,Kepler-1115 b,8480,,,,2.125941946
Kepler-1116,b,Kepler-1116 b,5641,,,,5.228395235
Kepler-1117,b,Kepler-1117 b,5612,,,,5.143546755
Kepler-1118,b,Kepler-1118 b,5688,,,,5.376233482
Kepler-1119,b,Kepler-1119 b,6083,,,,4.510420685
Kepler-112,b,Kepler-112 b,5544,,,,5.280497272
Kepler-112,c,Kepler-112 c,5544,,,,5.280497272
Kepler-1120,b,Kepler-1120 b,4904,,,,6.319131374
Kepler-1121,b,Kepler-1121 b,6231,,,,3.45372164
Kepler-1122,b,Kepler-1122 b,5544,,,,5.231640144
Kepler-1123,b,Kepler-1123 b,5500,,,,5.317434661
Kepler-1124,b,Kepler-1124 b,3658,,,,9.719133668
Kepler-1125,b,Kepler-1125 b,5683,,,,5.078793038
Kepler-1126,b,Kepler-1126 b,5798,,,,4.909117688
Kepler-1127,b,Kepler-1127 b,5664,,,,5.170703308
Kepler-1128,b,Kepler-1128 b,5543,,,,5.394101426
Kepler-1129,b,Kepler-1129 b,5831,,,,4.781596794
Kepler-1129,c,Kepler-1129 c,5831,,,,4.781596794
Kepler-113,b,Kepler-113 b,4725,,,,6.428299098
Kepler-113,c,Kepler-113 c,4725,,,,6.428299098
Kepler-1130,b,Kepler-1130 b,5403,,,,5.557920713
Kepler-1131,b,Kepler-1131 b,5851,,,,4.747342269
Kepler-1132,b,Kepler-1132 b,5298,,,,5.615360732
Kepler-1133,b,Kepler-1133 b,5569,,,,5.244284214
Kepler-1134,b,Kepler-1134 b,5281,,,,5.848524208
Kepler-1135,b,Kepler-1135 b,5656,,,,5.042343103
Kepler-1136,b,Kepler-1136 b,4512,,,,6.976017489
Kepler-1137,b,Kepler-1137 b,6807,,,,2.83190385
Kepler-1138,b,Kepler-1138 b,5582,,,,5.144063405
Kepler-1139,b,Kepler-1139 b,5550,,,,5.391535084
Kepler-114,b,Kepler-114 b,4605,6,,,6.705299098
Kepler-114,c,Kepler-114 c,4605,6,,,6.705299098
Kepler-114,d,Kepler-114 d,4605,6,,,6.705299098
Kepler-1140,b,Kepler-1140 b,4850,,,,6.376173152
Kepler-1141,b,Kepler-1141 b,5791,,,,4.777535678
Kepler-1142,b,Kepler-1142 b,5685,,,,5.09383611
Kepler-1143,b,Kepler-1143 b,5053,,,,6.191414609
Kepler-1143,c,Kepler-1143 c,5053,,,,6.191414609
Kepler-1144,b,Kepler-1144 b,5753,,,,4.915097437
Kepler-1145,b,Kepler-1145 b,5064,,,,6.174508941
Kepler-1146,b,Kepler-1146 b,4692,,,,6.641202648
Kepler-1147,b,Kepler-1147 b,5941,,,,4.555568213
Kepler-1148,b,Kepler-1148 b,5054,,,,6.108078127
Kepler-1149,b,Kepler-1149 b,5833,,,,4.916621831
Kepler-115,b,Kepler-115 b,5979,,,,4.430853204
Kepler-115,c,Kepler-115 c,5979,,,,4.430853204
Kepler-1150,b,Kepler-1150 b,4754,,,,6.576455841
Kepler-1151,b,Kepler-1151 b,5470,,,,5.45937731
Kepler-1152,b,Kepler-1152 b,3964,,,,8.309910885
Kepler-1153,b,Kepler-1153 b,5470,,,,5.389408248
Kepler-1154,b,Kepler-1154 b,6327,,,,3.881124047
Kepler-1154,c,Kepler-1154 c,6327,,,,3.881124047
Kepler-1155,b,Kepler-1155 b,5842,,,,4.768414237
Kepler-1156,b,Kepler-1156 b,5778,,,,4.750791121
Kepler-1157,b,Kepler-1157 b,4679,,,,6.678619506
Kepler-1158,b,Kepler-1158 b,6203,,,,3.129596794
Kepler-1159,b,Kepler-1159 b,6217,,,,4.110396777
Kepler-116,b,Kepler-116 b,6142,,,,3.745414237
Kepler-116,c,Kepler-116 c,6142,,,,3.745414237
Kepler-1160,b,Kepler-1160 b,5519,,,,5.275007376
Kepler-1161,b,Kepler-1161 b,4253,,,,7.655781155
Kepler-1162,b,Kepler-1162 b,5390,,,,5.504018542
Kepler-1163,b,Kepler-1163 b,6302,,,,3.730355194
Kepler-1164,b,Kepler-1164 b,5183,,,,5.858462384
Kepler-1165,b,Kepler-1165 b,6080,,,,4.28687153
Kepler-1166,b,Kepler-1166 b,5446,,,,5.419124971
Kepler-1167,b,Kepler-1167 b,4971,,,,6.396895729
Kepler-1168,b,Kepler-1168 b,5157,,,,5.826408115
Kepler-1169,b,Kepler-1169 b,6191,,,,4.062088622
Kepler-117,b,Kepler-117 b,6150,3.8,,,3.497319813
Kepler-117,c,Kepler-117 c,6150,3.8,,,3.497319813
Kepler-1170,b,Kepler-1170 b,5069,,,,6.111408115
Kepler-1171,b,Kepler-1171 b,7044,,,,2.613624421
Kepler-1172,b,Kepler-1172 b,5558,,,,5.332687432
Kepler-1173,b,Kepler-1173 b,5252,,,,5.807869735
Kepler-1174,b,Kepler-1174 b,5936,,,,4.614227347
Kepler-1175,b,Kepler-1175 b,5453,,,,5.464898098
Kepler-1176,b,Kepler-1176 b,5844,,,,5.006621831
Kepler-1177,b,Kepler-1177 b,5712,,,,4.959227347
Kepler-1178,b,Kepler-1178 b,4990,,,,6.199303613
Kepler-1179,b,Kepler-1179 b,5212,,,,5.791720736
Kepler-118,b,Kepler-118 b,5274,,,,5.905120934
Kepler-118,c,Kepler-118 c,5274,,,,5.905120934
Kepler-1180,b,Kepler-1180 b,6077,,,,4.446174881
Kepler-1181,b,Kepler-1181 b,6176,,,,4.136904513
Kepler-1182,b,Kepler-1182 b,5924,,,,4.857596794
Kepler-1183,b,Kepler-1183 b,5765,,,,5.081753912
Kepler-1184,b,Kepler-1184 b,5983,,,,4.569797782
Kepler-1185,b,Kepler-1185 b,5622,,,,5.213541445
Kepler-1186,b,Kepler-1186 b,5635,,,,5.075476064
Kepler-1187,b,Kepler-1187 b,5975,,,,4.499923126
Kepler-1188,b,Kepler-1188 b,5913,,,,4.604477662
Kepler-1189,b,Kepler-1189 b,6012,,,,4.555196482
Kepler-119,b,Kepler-119 b,5595,,,,4.910480127
Kepler-119,c,Kepler-119 c,5595,,,,4.910480127
Kepler-1190,b,Kepler-1190 b,4730,,,,6.549343878
Kepler-1191,b,Kepler-1191 b,5308,,,,5.665479469
Kepler-1192,b,Kepler-1192 b,5438,,,,5.461301198
Kepler-1193,b,Kepler-1193 b,5908,,,,4.257075977
Kepler-1194,b,Kepler-1194 b,5590,,,,5.181096439
Kepler-1195,b,Kepler-1195 b,4965,,,,6.340219854
Kepler-1196,b,Kepler-1196 b,5756,,,,4.982544318
Kepler-1197,b,Kepler-1197 b,4708,,,,6.613543109
Kepler-1198,b,Kepler-1198 b,5517,,,,5.323894906
Kepler-1199,b,Kepler-1199 b,5889,,,,4.375031201
Kepler-12,b,Kepler-12 b,5947,,,,4.909243748
Kepler-120,b,Kepler-120 b,4096,6,,,6.859060775
Kepler-120,c,Kepler-120 c,4096,6,,,6.859060775
Kepler-1200,b,Kepler-1200 b,4612,,,,6.979607181
Kepler-1201,b,Kepler-1201 b,6177,,,,4.324477662
Kepler-1202,b,Kepler-1202 b,5834,,,,4.938244418
Kepler-1203,b,Kepler-1203 b,4105,,,,7.7852386
Kepler-1204,b,Kepler-1204 b,5825,,,,4.761559874
Kepler-1205,b,Kepler-1205 b,5226,,,,5.721856152
Kepler-1206,b,Kepler-1206 b,4877,,,,6.440632326
Kepler-1207,b,Kepler-1207 b,5909,,,,4.620544318
Kepler-1208,b,Kepler-1208 b,5001,,,,6.223002033
Kepler-1209,b,Kepler-1209 b,6210,,,,3.742829005
Kepler-121,b,Kepler-121 b,5311,,,,5.739048077
Kepler-121,c,Kepler-121 c,5311,,,,5.739048077
Kepler-1210,b,Kepler-1210 b,5568,,,,5.240090079
Kepler-1211,b,Kepler-1211 b,5705,,,,4.971905953
Kepler-1212,b,Kepler-1212 b,6051,,,,4.435612043
Kepler-1213,b,Kepler-1213 b,6050,,,,4.207547143
Kepler-1214,b,Kepler-1214 b,5130,,,,5.883520602
Kepler-1215,b,Kepler-1215 b,5616,,,,5.20240991
Kepler-1216,b,Kepler-1216 b,5743,,,,4.879168444
Kepler-1217,b,Kepler-1217 b,5905,,,,4.625520721
Kepler-1218,b,Kepler-1218 b,5986,,,,4.45737083
Kepler-1219,b,Kepler-1219 b,5944,,,,3.280048077
Kepler-122,b,Kepler-122 b,6050,,,,4.367544318
Kepler-122,c,Kepler-122 c,6050,,,,4.367544318
Kepler-122,d,Kepler-122 d,6050,,,,4.367544318
Kepler-122,e,Kepler-122 e,6050,,,,4.367544318
Kepler-122,f,Kepler-122 f,6050,,,,4.367544318
Kepler-1220,b,Kepler-1220 b,5842,,,,5.078172455
Kepler-1221,b,Kepler-1221 b,5194,,,,5.770180584
Kepler-1222,b,Kepler-1222 b,5239,,,,5.809943017
Kepler-1223,b,Kepler-1223 b,4870,,,,6.319943017
Kepler-1224,b,Kepler-1224 b,6155,,,,4.057360808
Kepler-1225,b,Kepler-1225 b,6140,,,,4.220141093
Kepler-1226,b,Kepler-1226 b,5923,,,,4.692312712
Kepler-1227,b,Kepler-1227 b,5747,,,,5.06237083
Kepler-1228,b,Kepler-1228 b,5063,,,,6.169063368
Kepler-1229,b,Kepler-1229 b,3784,,,,8.609439985
Kepler-123,b,Kepler-123 b,6089,,,,4.209265619
Kepler-123,c,Kepler-123 c,6089,,,,4.209265619
Kepler-1230,b,Kepler-1230 b,5961,,,,4.527769048
Kepler-1231,b,Kepler-1231 b,5778,,,,4.861958313
Kepler-1232,b,Kepler-1232 b,5471,,,,5.456841401
Kepler-1233,b,Kepler-1233 b,6198,,,,4.151254351
Kepler-1234,b,Kepler-1234 b,4967,,,,6.22441054
Kepler-1235,b,Kepler-1235 b,5541,,,,5.255363955
Kepler-1236,b,Kepler-1236 b,5337,,,,5.792906196
Kepler-1237,b,Kepler-1237 b,5472,,,,5.509971937
Kepler-1238,b,Kepler-1238 b,6386,,,,3.797289226
Kepler-1239,b,Kepler-1239 b,6564,,,,3.438766436
Kepler-124,b,Kepler-124 b,4984,,,,6.22300613
Kepler-124,c,Kepler-124 c,4984,,,,6.22300613
Kepler-124,d,Kepler-124 d,4984,,,,6.22300613
Kepler-1240,b,Kepler-1240 b,5682,,,,5.046158144
Kepler-1241,b,Kepler-1241 b,5261,,,,5.857620756
Kepler-1242,b,Kepler-1242 b,4895,,,,6.293078127
Kepler-1243,b,Kepler-1243 b,5667,,,,5.119002033
Kepler-1244,b,Kepler-1244 b,6680,,,,2.986533207
Kepler-1245,b,Kepler-1245 b,5306,,,,5.728984243
Kepler-1245,c,Kepler-1245 c,5306,,,,5.728984243
Kepler-1246,b,Kepler-1246 b,4611,,,,6.813553715
Kepler-1247,b,Kepler-1247 b,5303,,,,5.73991339
Kepler-1248,b,Kepler-1248 b,6149,,,,4.108031201
Kepler-1249,b,Kepler-1249 b,6202,,,,4.254222732
Kepler-125,b,Kepler-125 b,3810,6.1,,,8.587019448
Kepler-125,c,Kepler-125 c,3810,6.1,,,8.587019448
Kepler-1250,b,Kepler-1250 b,5717,,,,4.932812726
Kepler-1251,b,Kepler-1251 b,5545,,,,5.295946021
Kepler-1252,b,Kepler-1252 b,5949,,,,4.912848316
Kepler-1253,b,Kepler-1253 b,5850,,,,4.508676965
Kepler-1254,b,Kepler-1254 b,4985,,,,6.16126652
Kepler-1254,c,Kepler-1254 c,4985,,,,6.16126652
Kepler-1254,d,Kepler-1254 d,4985,,,,6.16126652
Kepler-1255,b,Kepler-1255 b,6018,,,,4.609003656
Kepler-1256,b,Kepler-1256 b,6129,,,,3.861463671
Kepler-1257,b,Kepler-1257 b,5502,,,,5.38387153
Kepler-1258,b,Kepler-1258 b,5839,,,,4.767095057
Kepler-1259,b,Kepler-1259 b,5053,,,,6.066136704
Kepler-126,b,Kepler-126 b,6239,,,,3.681940101
Kepler-126,c,Kepler-126 c,6239,,,,3.681940101
Kepler-126,d,Kepler-126 d,6239,,,,3.681940101
Kepler-1260,b,Kepler-1260 b,5961,,,,4.750746352
Kepler-1261,b,Kepler-1261 b,5006,,,,6.103164357
Kepler-1262,b,Kepler-1262 b,5771,,,,4.870853464
Kepler-1263,b,Kepler-1263 b,5213,,,,5.825075977
Kepler-1264,b,Kepler-1264 b,5791,,,,4.957877976
Kepler-1265,b,Kepler-1265 b,4630,,,,6.781119338
Kepler-1266,b,Kepler-1266 b,5044,,,,6.086376045
Kepler-1267,b,Kepler-1267 b,6096,,,,4.770727997
Kepler-1268,b,Kepler-1268 b,5904,,,,4.532073397
Kepler-1269,b,Kepler-1269 b,5998,,,,4.354708256
Kepler-127,b,Kepler-127 b,6106,,,,3.746126473
Kepler-127,c,Kepler-127 c,6106,,,,3.746126473
Kepler-127,d,Kepler-127 d,6106,,,,3.746126473
Kepler-1270,b,Kepler-1270 b,5047,,,,2.870867565
Kepler-1271,b,Kepler-1271 b,6143,,,,4.190283647
Kepler-1272,b,Kepler-1272 b,5926,,,,4.661459952
Kepler-1273,b,Kepler-1273 b,5566,,,,5.166303524
Kepler-1274,b,Kepler-1274 b,6179,,,,2.828913537
Kepler-1275,b,Kepler-1275 b,6296,,,,3.923950152
Kepler-1276,b,Kepler-1276 b,6188,,,,4.041809494
Kepler-1277,b,Kepler-1277 b,5578,,,,5.137636879
Kepler-1278,b,Kepler-1278 b,6074,,,,4.303055931
Kepler-1279,b,Kepler-1279 b,6221,,,,3.936395235
Kepler-128,b,Kepler-128 b,6090,,,,3.385135522
Kepler-128,c,Kepler-128 c,6090,,,,3.385135522
Kepler-1280,b,Kepler-1280 b,6227,,,,4.061010096
Kepler-1281,b,Kepler-1281 b,5353,,,,5.60286751
Kepler-1282,b,Kepler-1282 b,5504,,,,5.287308047
Kepler-1283,b,Kepler-1283 b,6175,,,,4.269166918
Kepler-1284,b,Kepler-1284 b,5123,,,,5.992802026
Kepler-1285,b,Kepler-1285 b,6170,,,,3.908493082
Kepler-1286,b,Kepler-1286 b,5753,,,,4.862510798
Kepler-1287,b,Kepler-1287 b,5715,,,,4.993147782
Kepler-1288,b,Kepler-1288 b,6132,,,,4.049469791
Kepler-1289,b,Kepler-1289 b,6080,,,,4.465520199
Kepler-129,b,Kepler-129 b,5770,,,,3.849130452
Kepler-129,c,Kepler-129 c,5770,,,,3.849130452
Kepler-1290,b,Kepler-1290 b,5660,,,,5.106485912
Kepler-1291,b,Kepler-1291 b,5216,,,,5.907442561
Kepler-1292,b,Kepler-1292 b,5556,,,,5.194073397
Kepler-1293,b,Kepler-1293 b,6241,,,,3.950546374
Kepler-1294,b,Kepler-1294 b,5776,,,,4.927909887
Kepler-1295,b,Kepler-1295 b,5486,,,,5.393323612
Kepler-1296,b,Kepler-1296 b,5359,,,,5.666853204
Kepler-1297,b,Kepler-1297 b,5818,,,,4.820703308
Kepler-1298,b,Kepler-1298 b,6339,,,,2.905853286
Kepler-1299,b,Kepler-1299 b,5609,,,,5.267116542
Kepler-130,b,Kepler-130 b,5884,,,,3.936430301
Kepler-130,c,Kepler-130 c,5884,,,,3.936430301
Kepler-130,d,Kepler-130 d,5884,,,,3.936430301
Kepler-1300,b,Kepler-1300 b,6130,,,,3.420520602
Kepler-1301,b,Kepler-1301 b,5188,,,,5.841549206
Kepler-1302,b,Kepler-1302 b,5236,,,,5.794327946
Kepler-1303,b,Kepler-1303 b,5771,,,,4.856757104
Kepler-1304,b,Kepler-1304 b,5259,,,,5.853078127
Kepler-1305,b,Kepler-1305 b,5701,,,,5.144619937
Kepler-1306,b,Kepler-1306 b,5727,,,,4.977607783
Kepler-1307,b,Kepler-1307 b,5884,,,,4.669572909
Kepler-1308,b,Kepler-1308 b,3468,,,,10.1713857
Kepler-1309,b,Kepler-1309 b,5235,,,,6.017716455
Kepler-131,b,Kepler-131 b,5685,,,,4.669660689
Kepler-131,c,Kepler-131 c,5685,,,,4.669660689
Kepler-1310,b,Kepler-1310 b,5549,,,,5.330657226
Kepler-1311,b,Kepler-1311 b,5748,,,,4.108054415
Kepler-1311,c,Kepler-1311 c,5748,,,,4.108054415
Kepler-1312,b,Kepler-1312 b,5719,,,,5.008500803
Kepler-1313,b,Kepler-1313 b,5453,,,,5.439791967
Kepler-1314,b,Kepler-1314 b,4188,,,,8.082790122
Kepler-1315,b,Kepler-1315 b,4861,,,,6.458543109
Kepler-1316,b,Kepler-1316 b,5884,,,,4.616025119
Kepler-1317,b,Kepler-1317 b,5144,,,,5.9015197
Kepler-1318,b,Kepler-1318 b,4598,,,,6.781531952
Kepler-1319,b,Kepler-1319 b,3655,,,,9.432475743
Kepler-132,b,Kepler-132 b,6003,,,,4.410786857
Kepler-132,c,Kepler-132 c,6003,,,,4.410786857
Kepler-132,d,Kepler-132 d,6003,,,,4.410786857
Kepler-132,e,Kepler-132 e,6003,,,,4.410786857
Kepler-1320,b,Kepler-1320 b,4817,,,,6.46272811
Kepler-1321,b,Kepler-1321 b,4094,,,,8.145063368
Kepler-1321,c,Kepler-1321 c,4094,,,,8.145063368
Kepler-1322,b,Kepler-1322 b,5488,,,,5.383547109
Kepler-1323,b,Kepler-1323 b,6169,,,,3.788620652
Kepler-1324,b,Kepler-1324 b,4776,,,,6.552647485
Kepler-1325,b,Kepler-1325 b,5550,,,,5.259983142
Kepler-1326,b,Kepler-1326 b,6725,,,,3.056793038
Kepler-1327,b,Kepler-1327 b,5885,,,,4.726057809
Kepler-1328,b,Kepler-1328 b,5780,,,,4.839297253
Kepler-1329,b,Kepler-1329 b,4500,,,,6.935077052
Kepler-133,b,Kepler-133 b,5736,,,,4.226620652
Kepler-133,c,Kepler-133 c,5736,,,,4.226620652
Kepler-1330,b,Kepler-1330 b,5608,,,,5.153672039
Kepler-1331,b,Kepler-1331 b,4508,,,,7.219535678
Kepler-1332,b,Kepler-1332 b,5581,,,,5.196963855
Kepler-1333,b,Kepler-1333 b,5628,,,,5.255172455
Kepler-1334,b,Kepler-1334 b,5614,,,,5.141266592
Kepler-1335,b,Kepler-1335 b,4903,,,,6.339201781
Kepler-1336,b,Kepler-1336 b,5512,,,,4.481640912
Kepler-1336,c,Kepler-1336 c,5512,,,,4.481640912
Kepler-1337,b,Kepler-1337 b,4523,,,,7.01111337
Kepler-1338,b,Kepler-1338 b,5909,,,,4.656546755
Kepler-1339,b,Kepler-1339 b,5586,,,,5.166443693
Kepler-134,b,Kepler-134 b,5983,,,,4.488868169
Kepler-134,c,Kepler-134 c,5983,,,,4.488868169
Kepler-1340,b,Kepler-1340 b,6331,,,,3.99502961
Kepler-1341,b,Kepler-1341 b,4662,,,,6.686070417
Kepler-1342,b,Kepler-1342 b,5527,,,,5.524051883
Kepler-1343,b,Kepler-1343 b,5759,,,,4.944622062
Kepler-1344,b,Kepler-1344 b,5981,,,,4.4333522
Kepler-1345,b,Kepler-1345 b,6449,,,,3.461235098
Kepler-1346,b,Kepler-1346 b,6133,,,,4.245101219
Kepler-1347,b,Kepler-1347 b,5193,,,,5.847474838
Kepler-1348,b,Kepler-1348 b,5911,,,,4.647498392
Kepler-1349,b,Kepler-1349 b,6086,,,,4.05113326
Kepler-135,b,Kepler-135 b,6090,,,,3.824815307
Kepler-135,c,Kepler-135 c,6090,,,,3.824815307
Kepler-1350,b,Kepler-1350 b,3827,,,,8.562659778
Kepler-1350,c,Kepler-1350 c,3827,,,,8.562659778
Kepler-1351,b,Kepler-1351 b,4439,,,,7.196914787
Kepler-1352,b,Kepler-1352 b,6118,,,,4.274302838
Kepler-1353,b,Kepler-1353 b,4776,,,,6.637768701
Kepler-1354,b,Kepler-1354 b,6168,,,,4.236625063
Kepler-1355,b,Kepler-1355 b,5352,,,,5.552868564
Kepler-1356,b,Kepler-1356 b,5106,,,,6.035120458
Kepler-1357,b,Kepler-1357 b,5597,,,,5.217263196
Kepler-1358,b,Kepler-1358 b,5181,,,,5.838829005
Kepler-1359,b,Kepler-1359 b,4709,,,,6.640869411
Kepler-136,b,Kepler-136 b,6165,,,,4.641594573
Kepler-136,c,Kepler-136 c,6165,,,,4.641594573
Kepler-1360,b,Kepler-1360 b,6778,,,,3.174618379
Kepler-1361,b,Kepler-1361 b,5131,,,,5.898093174
Kepler-1362,b,Kepler-1362 b,4857,,,,6.41502318
Kepler-1363,b,Kepler-1363 b,4839,,,,6.552940961
Kepler-1364,b,Kepler-1364 b,6805,,,,2.926399857
Kepler-1365,b,Kepler-1365 b,5770,,,,4.755013674
Kepler-1365,c,Kepler-1365 c,5770,,,,4.755013674
Kepler-1366,b,Kepler-1366 b,4070,,,,7.894014522
Kepler-1367,b,Kepler-1367 b,4106,,,,7.807658919
Kepler-1368,b,Kepler-1368 b,5906,,,,4.676809757
Kepler-1369,b,Kepler-1369 b,5761,,,,4.862907646
Kepler-137,b,Kepler-137 b,5187,,,,5.685510786
Kepler-137,c,Kepler-137 c,5187,,,,5.685510786
Kepler-1370,b,Kepler-1370 b,6202,,,,3.98352742
Kepler-1370,c,Kepler-1370 c,6202,,,,3.98352742
Kepler-1371,b,Kepler-1371 b,5361,,,,5.584937431
Kepler-1371,c,Kepler-1371 c,5361,,,,5.584937431
Kepler-1372,b,Kepler-1372 b,5677,,,,5.046838901
Kepler-1373,b,Kepler-1373 b,6299,,,,3.904476064
Kepler-1374,b,Kepler-1374 b,5323,,,,5.695020692
Kepler-1375,b,Kepler-1375 b,6704,,,,3.285396777
Kepler-1376,b,Kepler-1376 b,5659,,,,5.016431288
Kepler-1377,b,Kepler-1377 b,5218,,,,5.87712908
Kepler-1378,b,Kepler-1378 b,4407,,,,7.162318422
Kepler-1379,b,Kepler-1379 b,5188,,,,6.028097415
Kepler-138,b,Kepler-138 b,3841,6.1,,,9.328343565
Kepler-138,c,Kepler-138 c,3841,6.1,,,9.328343565
Kepler-138,d,Kepler-138 d,3841,6.1,,,9.328343565
Kepler-1380,b,Kepler-1380 b,5570,,,,5.206868496
Kepler-1381,b,Kepler-1381 b,5747,,,,4.955284115
Kepler-1382,b,Kepler-1382 b,6161,,,,3.366385699
Kepler-1383,b,Kepler-1383 b,6370,,,,3.802383062
Kepler-1384,b,Kepler-1384 b,4919,,,,6.429057625
Kepler-1385,b,Kepler-1385 b,5732,,,,4.248946924
Kepler-1386,b,Kepler-1386 b,5733,,,,4.838779907
Kepler-1387,b,Kepler-1387 b,5046,,,,6.133592539
Kepler-1388,b,Kepler-1388 b,4098,,,,7.819174486
Kepler-1388,c,Kepler-1388 c,4098,,,,7.819174486
Kepler-1388,d,Kepler-1388 d,4098,,,,7.819174486
Kepler-1388,e,Kepler-1388 e,4098,,,,7.819174486
Kepler-1389,b,Kepler-1389 b,5078,,,,6.114811384
Kepler-139,b,Kepler-139 b,5594,,,,4.600319725
Kepler-139,c,Kepler-139 c,5594,,,,4.600319725
Kepler-1390,b,Kepler-1390 b,5753,,,,5.016932039
Kepler-1391,b,Kepler-1391 b,5840,,,,4.562323676
Kepler-1392,b,Kepler-1392 b,5479,,,,5.438734134
Kepler-1393,b,Kepler-1393 b,5697,,,,5.024790122
Kepler-1394,b,Kepler-1394 b,6481,,,,2.231930738
Kepler-1395,b,Kepler-1395 b,6138,,,,4.055960203
Kepler-1396,b,Kepler-1396 b,6195,,,,4.083907646
Kepler-1397,b,Kepler-1397 b,6026,,,,4.656546374
Kepler-1398,b,Kepler-1398 b,6126,,,,4.213634063
Kepler-1398,c,Kepler-1398 c,6126,,,,4.213634063
Kepler-1399,b,Kepler-1399 b,5735,,,,4.995051803
Kepler-14,b,Kepler-14 b,6395,,0.799,,2.171869622
Kepler-140,b,Kepler-140 b,6077,,,,4.209019856
Kepler-140,c,Kepler-140 c,6077,,,,4.209019856
Kepler-1400,b,Kepler-1400 b,5044,,,,6.017055625
Kepler-1401,b,Kepler-1401 b,5964,,,,4.511392021
Kepler-1402,b,Kepler-1402 b,5416,,,,5.45526444
Kepler-1403,b,Kepler-1403 b,6060,,,,4.320431436
Kepler-1404,b,Kepler-1404 b,5261,,,,5.808544318
Kepler-1405,b,Kepler-1405 b,5925,,,,4.845624816
Kepler-1406,b,Kepler-1406 b,5892,,,,4.412809494
